,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
46,2010/01/23 00:00:00+00,6965,21.4936,104.5916,Vietnam,1,0,landslide,rain,medium,unknown,1543932,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=54896,5:00,1442,"Ve village(?) of Van Chan District, Yen Bai province","Also on Saturday, thousands of cubic meters of soil from the dumping ground of the Nam Toc Hydropower Plant in the northern province of Yen Bai buried four houses in Ve village of Van Chan District at around 5a.m., killing 3-year-old Lo Thi Hiep. All the","Ve village(?) of Van Chan District, Yen Bai province",50km, , , ,GLC,1442,21.4936,104.5916,VN,Yen Bai,Ba Khe,10.06,2014/09/15 00:00:00+00,2019/05/16 00:00:00+00,157
47,2010/07/24 00:00:00+00,7337,22.6966,104.5595,Vietnam,1,0,landslide,tropical_cyclone,medium,unknown,1543509,english.vovnews,http://english.vovnews.vn/Home/Landslides-kill-two-in-Ha-Giang/20107/117842.vov, ,2128,"Na Tri commune(?), Xin Man district, Ha Giang province","Heavy downpour and flash floods on July 24 caused landslides and killed two local residents in the northern mountain province of Ha Giang.  Three hours earlier, heavy rains accompanied by strong winds also caused a landslide in Na Tri commune, Xin Man di","Na Tri commune(?), Xin Man district, Ha Giang province",25km,Typhoon Chanthu, , ,GLC,2128,22.6966,104.5595,VN,Ha Giang,Tchoung Sao,13.0,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,91
48,2008/08/16 00:00:00+00,8081,10.578,105.574,Vietnam,1,0,landslide,monsoon,medium,unknown,1545460,news.xinhuanet,http://news.xinhuanet.com/english/2008-08/18/content_9466061.htm, ,723,Dong Thap province,"difficult to determine when the event occurred, 17 houses destroyed and 77 damaged",Dong Thap province,50km, , , ,GLC,723,10.578,105.574,VN,Dong Thap,Song Tien Giang,4.45,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,3
49,2014/09/17 00:00:00+00,8903,21.8689,106.9004,Vietnam,1,1,landslide,tropical_cyclone,medium,unknown,1545878,Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Landslides+triggered+by+storm+kill+7+in+Vietnam&NewsID=427741,8:00,6316,"Pha Ca Commune, Cao Loc District, Lang Son Province","The chief administrator of Lang Son province's Cao Loc district, Hua Anh Tuan, says six people were killed and five others were injured when a landslide buried the hut they were sleeping in early Wednesday. A 5-year-old girl was killed and her mother was","Pha Ca Commune, Cao Loc District, Lang Son Province",50km,Kalmaegi, , ,GLC,6316,21.8689,106.9004,VN,Lang Son,Loc Binh,11.65,2014/10/27 00:00:00+00,2019/05/16 00:00:00+00,75
50,2013/01/31 00:00:00+00,217,10.0222,106.5408,Vietnam,0,0,landslide,rain,medium,unknown,1537594,tuoitrenews.vn,http://tuoitrenews.vn/society/6895/50-hectares-of-soil-lost-to-landslides-in-2-yrs, ,4744,"Dat Isle, Ben Tre","Over the past two years many houses have fallen into the Ham Luong River, many families have been relocated, and over 50 hectares of land has been lost in landslides in Ben Tre province. All of this has allegedly been caused by sand exploitation, authori","Dat Isle, Ben Tre",5km, , , ,GLC,4744,10.0222,106.5408,VN,Ben Tre,Ap An Thuan,8.36,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,4
51,2008/05/02 00:00:00+00,334,11.8861,108.2058,Vietnam,0,0,complex,rain,medium,unknown,1537711,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/showarticle.php?num=01SOC070508, ,521,Khanh Le and Lam Dong road section,"8,000 tons of rock and soil buried road",Khanh Le and Lam Dong road section,50km, , , ,GLC,521,11.8861,108.2058,VN,Lam Dong,Dong Krola,20.8,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,48
52,2015/08/15 00:00:00+00,378,21.0324,105.7586,Vietnam,0,0,riverbank_collapse,downpour,medium,above_river,1537755,Viet Nam News,http://vietnamnews.vn/society/274512/landslides-threaten-rivers-residents-safety-in-capital.html, ,7689,"Cau Dien Town, Ha Noi","Landslides along the Nhue River in Cau Dien Town, Ha Noi pose a threat to residents and farm production.","Cau Dien Town, Ha Noi",5km, ,http://image.vietnamnews.vn/uploadvnnews/Storage/Images/2015/8/15/tr3.jpg?url=Storage/Images/2015/8/15/tr3.jpg, ,GLC,7689,21.0324,105.7586,VN,Ha Noi,Hanoi,6.38,2016/05/10 00:00:00+00,2019/05/16 00:00:00+00,4
53,2010/11/11 00:00:00+00,891,15.0376,108.4489,Vietnam,0,0,landslide,downpour,medium,unknown,1538270,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/National/Society/2010/11/87115/, ,2714,"Son Tay commune(?), road between Di Lang and Tra Trung(?), Tay Tra district(?), Quang Ngai","The same day in Tay Tra District, traffic on Tra Trung – Di Lang Road was blocked with over 200 cubic meters falling down from a nearby mountain . The landslide also occurred in some spots of the provincial highway 622B, section across the district.","Son Tay commune(?), road between Di Lang and Tra Trung(?), Tay Tra district(?), Quang Ngai",25km, , , ,GLC,2714,15.0376,108.4489,VN,Quang Ngai,Goranh,8.34,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,45
54,2013/07/28 00:00:00+00,1156,21.2331,103.9847,Vietnam,0,0,rock_fall,rain,medium,unknown,1538534,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/80227/floods--landslides-blight-northern-vn.html, ,5222,Son La,"In Son La Province, many roads have been inundated by flooding, causing serious congestion. One part of the National Highway 6 passing through the Chieng Mung Commune in Mai Son District, in particular, was completely submerged by water, creating traffic",Son La,unknown, , , ,GLC,5222,21.2331,103.9847,VN,Son La,Na San,5.65,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,84
55,2017/05/30 00:00:00+00,1484,8.757672853999999,104.9913709,Vietnam,0,0,riverbank_collapse,unknown,medium,above_river,1538861,Saigon Giai Phong Online,http://sggpnews.org.vn/national/river-landslide-hits-ca-mau-67062.html, ,9754,Riverbank Collapse in Nam Can,"Riverbank collapsed in Nam Can town, Ca Mau district, swallowing houses",Nam Can town,10km, ,http://image.sggp.org.vn/w570/Uploaded/pvhuyenhuong/2017_05_31/9_jlba_URPV.jpg, ,GLC, ,8.75767285,104.9913709,VN,Ca Mau,Nam Can,0.97,2017/06/16 00:00:00+00,2019/05/16 00:00:00+00,3
56,2017/06/25 00:00:00+00,1491,8.689622221,104.8707001,Vietnam,0,0,riverbank_collapse,downpour,small,above_river,1538868,Vietnamnet,http://english.vietnamnet.vn/fms/environment/181085/landslide-continues-to-ravage-southernmost-province.html, ,9858,Landslide hits house in Ngoc Hien, ,"Ngọc Hiển District (unknown town), Cà Mau Province, Vietnam",50km, , ,Part of article about series of landslides in southern Ca Mau province on 5/30/17. This landslide seems to be distinct from those as it happened on 6/25/17.,GLC, ,8.68962222,104.8707001,VN,Ca Mau,Nam Can,14.32,2017/06/29 00:00:00+00,2019/05/16 00:00:00+00,2
57,2013/08/23 00:00:00+00,1516,21.5782,103.3984,Vietnam,0,0,landslide,downpour,medium,unknown,1538893,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/82893/torrential-rain-sparks-more-northern-region-flood-fears.html, ,5392,National Highway 279 In Na Nhan Commune,"The National Hydro-meteorological Forecast Centre said rain had already caused landslides and flooding in the mountainous provinces of Dien Bien, Ha Giang and Lao Cai, damaging property and blocking traffic for hours. Rainfall ranged between 60-130mm (ab",National Highway 279 In Na Nhan Commune,50km, , , ,GLC,5392,21.5782,103.3984,VN,Dien Bien,Ban Veng,6.54,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,80
58,2017/07/03 00:00:00+00,1578,22.77992936,105.15936629999999,Vietnam,0,0,landslide,downpour,small,above_road,1538955,Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html, ,9961,Landslide along National Road 34,Landslide after heavy storms blocks National Road 34 between Ha Giang city and Bac Me district,"National Road 34, Huyện Bắc Mê, Hà Giang",25km, , ,"Dates approximate as article is vague (""Since June 19"")",GLC, ,22.77992936,105.15936629999999,VN,Ha Giang,Ban Vai,11.23,2017/07/05 00:00:00+00,2019/05/16 00:00:00+00,221
59,2010/11/11 00:00:00+00,1658,15.4546,108.6849,Vietnam,0,1,landslide,downpour,medium,above_road,1537837,SGGP,http://www.saigon-gpdaily.com.vn/National/Society/2010/11/87115/,15:00,2713,"Soi Mu mountain(?), DT 618 road to Ky Ha port, Tam Quang commune, Nui Thanh district, Quang Nam","Friday ,Nov 12,2010, Posted at: 13:17(GMT+7)  Mountain landslides pummels Quang Nam  During heavy rains, a big amount of soil and stone from Soi Mu Mountain fell into _T 618 Road to disconnect 1A Highway to Ky Ha Port, in the central province of Quang Na","Soi Mu mountain(?), DT 618 road to Ky Ha port, Tam Quang commune, Nui Thanh district, Quang Nam",5km, ,http://www.saigon-gpdaily.com.vn/dataimages/original/2010/11/images192316_satlo.jpg, ,GLC,2713,15.4546,108.6849,VN,Quang Nam,Phu Xuan Ha,0.73,2016/01/06 00:00:00+00,2019/05/16 00:00:00+00,18
60,2013/09/05 00:00:00+00,1789,21.8411,106.6741,Vietnam,0,0,landslide,rain,very_large,unknown,1537968,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5464,Lang Son,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Lang Son,unknown, , , ,GLC,5464,21.8411,106.6741,VN,Lang Son,Dong Dang,12.65,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,54
61,2016/05/08 00:00:00+00,1917,21.0552,107.2772,Vietnam,0,0,landslide,mining,medium,mine,1538096,Thanh Nien News,http://www.thanhniennews.com/society/rockslide-kills-2-at-coal-mine-in-northern-vietnam-61971.html, ,7688,coal mine in Quang Ninh Province,"The men, aged 43 and 54, were sitting in the cabin of a bulldozer when huge rocks and soil fell on it and buried it.",coal mine in Quang Ninh Province,unknown, , , ,GLC,7688,21.0552,107.2772,VN,Quang Ninh,Cam Pha,4.95,2016/05/09 00:00:00+00,2019/05/16 00:00:00+00,47
62,2008/10/16 00:00:00+00,2017,16.2,108.133,Vietnam,0,0,landslide,rain,medium,unknown,1539396,english.vietnamnet,http://english.vietnamnet.vn/social/2008/10/808955/, ,850,"Hai Van Pass, Hoa Hiep Bac Ward, Lien Chieu district","A landslide on October 16 damaged the petrol depot on Hai Van Pass (Hoa Hiep Bac ward, Lien Chieu district), which resulted in a big volume of oil and petrol spilling into the sea","Hai Van Pass, Hoa Hiep Bac Ward, Lien Chieu district",10km, , , ,GLC,850,16.2,108.133,VN,Thua Thien-Hue,Vung Da Nang,6.81,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,73
63,2013/11/13 00:00:00+00,2126,14.9489,108.3564,Vietnam,0,0,landslide,tropical_cyclone,large,unknown,1539505,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/89173/in-photos--mountain-people-struggle-with-landslide-after-storm-haiyan.html,9:00,5634,"Son Tay, Quang Ngai","Due to the impact of storm Haiyan, prolonged heavy rain caused serious mountain landslides. Many roads to the communes of Son Lien, Son Long in Son Lap mountainous district were damaged, causing traffic congestion.","Son Tay, Quang Ngai",unknown,Haiyan,http://img.cdn2.vietnamnet.vn/Images/english/2013/11/14/13/20131114133103-3.jpg, ,GLC,5634,14.9489,108.3564,VN,Kon Tum,Goranh,17.03,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,77
64,2009/09/29 00:00:00+00,2338,14.8733,108.0191,Vietnam,0,0,mudslide,tropical_cyclone,medium,unknown,1539717,oxfamblogs,http://www.oxfamblogs.org/eastasia/?p=684, ,1203,Ngok Yeu commune Tu Mo Rong District,"Part of road is completely covered by tons and tons of soil and debris. On the way from Kon Tum town to Tu Mo Rong district, destroyed forest debris washed down the river, blocking nearly a mile along Yaly ford. More landslides are expected and villages",Ngok Yeu commune Tu Mo Rong District,10km,Typhoon Ketsana, , ,GLC,1203,14.8733,108.0191,VN,Kon Tum,Mang Ri,7.8,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,59
65,2010/11/15 00:00:00+00,2447,15.3307,108.6591,Vietnam,0,0,landslide,downpour,medium,unknown,1541021,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Social-Isssues/205752/Floods-wreak-havoc-in-central-region.html, ,2725,"roads from Binh Son district to route 1A, Quang Ngai","Updated November, 16 2010 09:40:10  QUANG NGAI — Torrential rain and floods left at least two dead and 11 injured, submerged multiple houses and blocked roads in Quang Ngai and Quang Nam provinces yesterday.  According to the Quang Ngai Province Commit","roads from Binh Son district to route 1A, Quang Ngai",25km, , , ,GLC,2725,15.3307,108.6591,VN,Quang Ngai,Chu Lai,9.97,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,76
66,2015/07/28 00:00:00+00,2679,21.0268,107.2971,Vietnam,0,0,mudslide,rain,medium,mine,1541253,Vietnam News,http://vietnamnews.vn/society/274612/mountains-of-coal-sludge-still-threat-to-lives-in-quang-ninh.html, ,7341,"Mong Duong Ward, Cam Pha City, Quang Ninh",The 94 families in this small community are being relocated following an unprecedented landslide and flooding.,"Mong Duong Ward, Cam Pha City, Quang Ninh",25km, ,http://www.thestar.com.my/~/media/online/2015/08/02/21/25/world_ni_0308_p22b_nurilyanna_1.ashx/?w=620&h=413&crop=1&hash=9505F1C0229762AC37576A8BA69468447E489DC1, ,GLC,7341,21.0268,107.2971,VN,Quang Ninh,Cam Pha,1.59,2016/03/06 00:00:00+00,2019/05/16 00:00:00+00,57
67,2015/08/15 00:00:00+00,2809,20.688000000000002,105.7431,Vietnam,0,0,riverbank_collapse,downpour,medium,above_river,1540587,Viet Nam News,http://vietnamnews.vn/society/274512/landslides-threaten-rivers-residents-safety-in-capital.html, ,7691,Day River's dyke system in My Duc District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according",Day River's dyke system in My Duc District,25km, , , ,GLC,7691,20.688000000000002,105.7431,VN,Ha Noi,Noi Xa,3.18,2016/05/10 00:00:00+00,2019/05/16 00:00:00+00,10
68,2015/08/12 00:00:00+00,2884,22.3256,103.6099,Vietnam,0,0,mudslide,rain,medium,above_road,1540662,Vietnam News,http://vietnamnews.vn/society/274428/landslide-damages-highway-4d.html, ,7675,"Km67+800 in Tam Duong District, Lai Chau Province","The landslide occurred yesterday evening at Km67+800 in Tam Duong District, causing inconvenience to much of the traffic there.","Km67+800 in Tam Duong District, Lai Chau Province",5km, ,http://image.vietnamnews.vn/uploadvnnews/Storage/Images/2015/8/13/l.jpg?url=Storage/Images/2015/8/13/l.jpg, ,GLC,7675,22.3256,103.6099,VN,Lai Chau,Ban Ko La,1.21,2016/05/06 00:00:00+00,2019/05/16 00:00:00+00,74
69,2017/04/22 00:00:00+00,2916,10.50547001,105.3439054,Vietnam,0,0,riverbank_collapse,rain,medium,above_river,1540694,Vietnamnet,http://english.vietnamnet.vn/fms/society/177118/houses-collapse-after-landslide-in-an-giang.html,10:00,11016,Riverbank collapse in My Hoi Dong commune,"70 m section of Hau River bank collapse, destroying multiple houses. No casualties reported.","My Hoi Dong, Huyện Chợ Mới, An Giang Province, Vietnam",5km, ,http://img.cdn2.vietnamnet.vn/Images/english/2017/04/24/10/20170424095759-3.jpg, ,GLC, ,10.50547001,105.3439054,VN,An Giang,Cho Mo,7.66,2017/07/18 00:00:00+00,2019/05/16 00:00:00+00,9
70,2008/09/25 00:00:00+00,3325,23.1667,105.4167,Vietnam,0,0,complex,tropical_cyclone,medium,unknown,1540302,nytimes,http://www.nytimes.com/2008/09/29/world/asia/29vietnam.html?_r=1&ref=world&oref=slogin, ,817,Meo Vac District in Ha Giang Province,caused $65 million in damages and killed 41 people from floods and landsliding; 8 mountain provinces affected,Meo Vac District in Ha Giang Province,10km,Typhoon Hagupit, , ,GLC,817,23.1667,105.4167,VN,Ha Giang,Loung Hoa,20.21,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,134
71,2014/06/23 00:00:00+00,3462,20.4516,105.1433,Vietnam,0,0,landslide,continuous_rain,medium,above_road,1540439,Vietnam Net,http://english.vietnamnet.vn/fms/society/105896/social-news-headlines-25-6.html, ,6086,Quan Hoa District,Traffic was halted as major landslides hit a section of Highway 15C which links the Quan Hoa and the Muong Lat Districts of the central Thanh Hoa Province. The landslides cut off Muong Hoa from other areas. Heavy rains and flooding on Sunday and Monday c,Quan Hoa District,25km, , , ,GLC,6086,20.4516,105.1433,VN,Thanh Hoa,Lang Ke Man,12.47,2014/08/24 00:00:00+00,2019/05/16 00:00:00+00,88
72,2011/05/12 00:00:00+00,3528,22.4209,103.8838,Vietnam,0,0,landslide,downpour,medium,unknown,1540505,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Social-Isssues/211295/Floods-landslides-pummel-Lao-Cai-no-deaths-reported-.html, ,3492,15 places on road from Lao Cai city to Sa Pa district,"May, 14 2011  Floods and landslides, triggered by two days of rain, have wrecked havoc and caused traffic congestion in many areas across the northern mountainous province of Lao Cai.  …  Meanwhile, landslides caused traffic congestion in around 15 spo",15 places on road from Lao Cai city to Sa Pa district,25km, , , ,GLC,3492,22.4209,103.8838,VN,Lao Cai,Cha Pa,10.18,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,126
73,2015/08/04 00:00:00+00,3792,22.0596,103.1644,Vietnam,0,0,landslide,flooding,medium,above_road,1539971,VIETNAMNET,http://english.vietnamnet.vn/fms/society/137818/landslide-paralyses-dien-bien-lai-chau-highway-for-a-week.html, ,7546,National Highway 12 between Dien Bien and Lai Chau,A rolling landslide caused by prolonged heavy flooding crushed a long stretch of National Highway 12 linking the northern mountainous provinces of Dien Bien and Lai Chau on August 3.,National Highway 12 between Dien Bien and Lai Chau,unknown, , , ,GLC,7546,22.0596,103.1644,VN,Dien Bien,Muong Tong,10.77,2016/03/07 00:00:00+00,2019/05/16 00:00:00+00,121
74,2010/07/23 00:00:00+00,3964,21.6429,104.4591,Vietnam,0,0,landslide,downpour,medium,unknown,1540143,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/201843/Floods-landslides-accompany-storm-.html, ,2122,"Tan Phuong commune(?), Yen Bai province","The eye of Storm Chanthu was above China's Guangxi Zhuang Province, about 70km northeast of Viet Nam's northern Cao Bang Province, yesterday triggering heavy rain, flash floods and landslides in the northern highlands.   It also damaged four bridges and","Tan Phuong commune(?), Yen Bai province",unknown, , , ,GLC,2122,21.6429,104.4591,VN,Yen Bai,Nghia Lo,6.64,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,93
